Date,consumer_sentiment,cpi_inflation,unemployment_rate,gdp_growth,gdp_yoy_growth,cpi_yoy,consumer_sentiment_zscore,unemployment_rate_zscore,gdp_yoy_growth_zscore,cpi_yoy_zscore
2014-03-01,80.0,236.028,6.7,17411.58466666667,4.249410389820407,1.6126949139408042,0.07074215455955203,0.4521275818949574,-0.05600321383611913,-0.48912174106177353
2014-04-01,84.1,236.468,6.2,17518.508,4.721356792675957,2.015125303606169,0.3756682876047342,0.2156474020744321,0.09680423063116392,-0.2797670157936601
2014-05-01,81.9,236.918,6.3,17613.748,4.820419711392776,2.166947687079812,0.2120493869463444,0.262943438038537,0.12887895640298108,-0.20078507457370184
2014-06-01,82.5,237.231,6.1,17708.988,4.9186016776126,2.0589816945944195,0.25667272348954145,0.16835136611032678,0.16066844618412546,-0.2569517838370702
2014-07-01,81.8,237.498,6.2,17804.228,5.015914390594034,1.9742378703305974,0.20461216418914419,0.2156474020744321,0.192176487976368,-0.30103771895164855
2014-08-01,82.5,237.46,6.1,17840.178333333333,4.737484245258217,1.7150983482969062,0.25667272348954145,0.16835136611032678,0.10202599903526949,-0.43584881879573883
2014-09-01,84.6,237.477,5.9,17876.128666666667,4.461637641572858,1.6840509711232077,0.4128544013907321,0.073759294182117,0.012712012703138107,-0.45200046957912043
2014-10-01,86.9,237.43,5.7,17912.079,4.188338786735879,1.6095417021513292,0.5839105248063232,-0.02083277774609319,-0.07577706006188077,-0.49076212360953947
2014-11-01,88.8,236.983,5.8,17962.562333333335,4.470398615200866,1.231524989320798,0.7252177571931145,0.0264632582180117,0.015548652590720705,-0.6874162210478532
2014-12-01,93.6,236.252,5.6,18013.045666666665,4.752395905247941,0.6531213919623191,1.082204449538694,-0.06812881371019851,0.10685411646980854,-0.988316772618436
2015-01-01,98.1,234.747,5.7,18063.529,5.034330677673982,-0.22993097820542818,1.4168794736126749,-0.02083277774609319,0.19813933830902317,-1.447703516516063
2015-02-01,95.4,235.342,5.5,18135.613999999998,4.801900774943402,-0.08703146293520536,1.216074459168287,-0.11542484967430339,0.12288287011869374,-1.373363482739735
2015-03-01,93.0,235.976,5.4,18207.699,4.572325544023803,-0.022031284423873476,1.0375811129954968,-0.16272088563840828,0.04855069142731901,-1.3395487041740957
2015-04-01,95.9,236.222,5.4,18279.784,4.34555271487731,-0.10403098939391064,1.253260572954285,-0.16272088563840828,-0.024874121828642307,-1.3822070772665043
2015-05-01,90.7,237.001,5.6,18320.398,4.011922959270242,0.03503321824429584,0.8665249895799069,-0.06812881371019851,-0.13289721522249995,-1.3098622699845945
2015-06-01,96.1,237.657,5.3,18361.012,3.6818817653498703,0.1795718097550525,1.2681350184686833,-0.2100169216025136,-0.23975839926110176,-1.2346695462404045
2015-07-01,93.1,238.034,5.2,18401.626,3.355371544332053,0.22568611104094582,1.045018335752696,-0.2573129575666185,-0.3454763201188467,-1.210679690790703
2015-08-01,91.9,238.033,5.1,18412.796333333332,3.2097100673601275,0.2413037985344868,0.955771662666302,-0.3046089935307238,-0.39263879009157066,-1.2025549647299987
2015-09-01,87.2,237.498,5.0,18423.966666666667,3.064634464292837,0.008842961634170088,0.6062221930779217,-0.35190502949482866,-0.4396115650192521,-1.323487120687032
2015-10-01,90.0,237.733,5.0,18435.137,2.920141207505833,0.12761656067050708,0.8144644302795097,-0.35190502949482866,-0.4863957870808724,-1.261698014213154
2015-11-01,91.3,238.017,5.1,18465.40233333333,2.7993778987025264,0.4363182169185187,0.9111483261231039,-0.3046089935307238,-0.5254966944974605,-1.1011034068144567
2015-12-01,92.6,237.761,5.0,18495.667666666668,2.679291492016267,0.6387247515364791,1.0078322219666982,-0.35190502949482866,-0.5643784336313058,-0.9958062783280863
2016-01-01,92.0,237.652,4.8,18525.933,2.5598763120982637,1.2375025026943876,0.9632088854235011,-0.4464971014230389,-0.603042842054514,-0.6843065635710535
2016-02-01,91.7,237.336,4.9,18587.856,2.493667983890724,0.8472775790126619,0.9408972171519027,-0.3992010654589336,-0.6244798640863184,-0.8873116888999106
2016-03-01,91.0,238.08,5.0,18649.779000000002,2.4279838984596624,0.8916160965521946,0.8888366578515053,-0.35190502949482866,-0.6457471460830905,-0.8642456422079523
2016-04-01,89.0,238.992,5.1,18711.702,2.362817853865229,1.1726257503534843,0.7400922027075139,-0.3046089935307238,-0.6668466961173012,-0.7180571326419215
2016-05-01,94.7,239.557,4.8,18772.014333333333,2.4651011038806736,1.0784764621246223,1.16401389986789,-0.4464971014230389,-0.6337292871231868,-0.7670360340308844
