Date,maximalism_score,minimalism_score,fashion_index
2025-01-01,0.9127744627715929,1.4158401088889756,-0.5030656461173827
2025-02-01,0.9384050139721156,1.5400156547735455,-0.6016106408014299
2025-03-01,0.89887737148476,1.8926375899118795,-0.9937602184271195
2025-04-01,0.9134310047646782,1.8129818460739728,-0.8995508413092946
2025-05-01,0.9249047823437049,1.8157663222449536,-0.8908615399012487
2025-06-01,0.8832181608683914,1.8232527200368296,-0.9400345591684381
2025-07-01,1.321381331687316,2.1847309873382073,-0.8633496556508913
2025-08-01,0.927828344516788,2.1313498122939096,-1.2035214677771218
2025-09-01,1.2712258020851925,2.083736401794117,-0.8125105997089246
2025-10-01,1.5172993600165607,2.173187634445388,-0.6558882744288275
2025-11-01,1.3895880395385538,2.6764968068884434,-1.2869087673498896
2025-12-01,1.5573570509901833,3.3568261343933763,-1.799469083403193
